MUNICIPIO,REDE,IDEB_2015,IDEB_2017
São João da Fronteira,Pública,4.2,4.4
São João da Serra,Estadual,-,-
São João da Serra,Municipal,4.8,5.8
São João da Serra,Pública,4.8,5.8
São João da Varjota,Municipal,5,4.5
São João da Varjota,Pública,5,4.5
São João do Arraial,Estadual,-,-
São João do Arraial,Municipal,4.2,4.5
São João do Arraial,Pública,4.2,4.5
São João do Piauí,Estadual,-,-
São João do Piauí,Municipal,3.8,3.8
São João do Piauí,Pública,3.8,3.8
São José do Divino,Municipal,5.1,5.7
São José do Divino,Pública,5.1,5.7
São José do Peixe,Estadual,-,-
São José do Peixe,Municipal,4.2,4.4
São José do Peixe,Pública,4.2,4.4
São José do Piauí,Estadual,-,-
São José do Piauí,Municipal,-,4
São José do Piauí,Pública,-,4
São Julião,Estadual,-,-
São Julião,Municipal,3.8,4.5
São Julião,Pública,3.8,4.5
São Lourenço do Piauí,Municipal,3.9,3.7
São Lourenço do Piauí,Pública,3.9,3.7
São Luis do Piauí,Municipal,-,5.3
São Luis do Piauí,Pública,-,5.3
São Miguel da Baixa Grande,Municipal,4,4.5
São Miguel da Baixa Grande,Pública,4,4.5
São Miguel do Fidalgo,Municipal,4.2,5.2
São Miguel do Fidalgo,Pública,4.2,5.2
São Miguel do Tapuio,Estadual,-,-
São Miguel do Tapuio,Municipal,5.2,5.9
São Miguel do Tapuio,Pública,5.2,5.9
São Pedro do Piauí,Estadual,-,-
São Pedro do Piauí,Municipal,3.9,3.7
São Pedro do Piauí,Pública,3.9,3.7
São Raimundo Nonato,Estadual,-,-
São Raimundo Nonato,Municipal,4,3.8
São Raimundo Nonato,Pública,4,3.8
Sebastião Barros,Municipal,3.8,4.3
Sebastião Barros,Pública,3.8,4.3
Sebastião Leal,Estadual,-,-
Sebastião Leal,Municipal,4.8,6.3
Sebastião Leal,Pública,4.8,6.3
Sigefredo Pacheco,Municipal,4.3,4.6
Sigefredo Pacheco,Pública,4.3,4.6
Simões,Estadual,-,-
Simões,Municipal,4.5,5
Simões,Pública,4.5,5
Simplício Mendes,Estadual,-,-
Simplício Mendes,Municipal,5.8,5.4
Simplício Mendes,Pública,5.8,5.4
Socorro do Piauí,Estadual,-,-
Socorro do Piauí,Municipal,-,4.2
Socorro do Piauí,Pública,-,4.2
Sussuapara,Estadual,-,-
Sussuapara,Municipal,4.4,4.5
Sussuapara,Pública,4.4,4.5
Tamboril do Piauí,Municipal,4.1,4.6
Tamboril do Piauí,Pública,4.1,4.6
Tanque do Piauí,Municipal,5.8,6.3
Tanque do Piauí,Pública,5.8,6.3
Teresina,Estadual,4.6,5.3
Teresina,Municipal,6.1,6.8
Teresina,Pública,5.9,6.7
União,Estadual,-,-
União,Municipal,3.8,4.7
União,Pública,3.8,4.7
Uruçuí,Estadual,-,-
Uruçuí,Municipal,4.2,4.2
Uruçuí,Pública,4.2,4.2
Valença do Piauí,Estadual,-,-
Valença do Piauí,Municipal,4,4.3
Valença do Piauí,Pública,4,4.3
Várzea Branca,Municipal,3.3,3.9
Várzea Branca,Pública,3.3,3.9
Várzea Grande,Estadual,-,-
Várzea Grande,Municipal,4.2,4.3
Várzea Grande,Pública,4.2,4.3
Vera Mendes,Municipal,3.9,5.1
Vera Mendes,Pública,3.9,5.1
Vila Nova do Piauí,Municipal,5.7,5.2
Vila Nova do Piauí,Pública,5.7,5.2
Wall Ferraz,Municipal,4.3,4.6
Wall Ferraz,Pública,4.3,4.6
Abaiara,Municipal,5.5,5.8
Abaiara,Pública,5.5,5.8
Acarape,Municipal,5.4,5.4
Acarape,Pública,5.4,5.4
Acaraú,Estadual,-,-
Acaraú,Municipal,5.3,6.3
Acaraú,Pública,5.3,6.3
Acopiara,Municipal,6,6
Acopiara,Pública,6,6
Aiuaba,Municipal,5.8,6.1
Aiuaba,Pública,5.8,6.1
Alcântaras,Municipal,7,7.3
Alcântaras,Pública,7,7.3
Altaneira,Municipal,7.1,7.1
Altaneira,Pública,7.1,7.1
Alto Santo,Municipal,6.1,5.4
Alto Santo,Pública,6.1,5.4
Amontada,Municipal,5.7,5.7
Amontada,Pública,5.7,5.7
Antonina do Norte,Municipal,6.5,5.7
Antonina do Norte,Pública,6.5,5.7
Apuiarés,Municipal,5.3,5.3
Apuiarés,Pública,5.3,5.3
Aquiraz,Estadual,-,-
Aquiraz,Municipal,4.9,5.6
Aquiraz,Pública,4.9,5.6
Aracati,Municipal,5.7,6.1
Aracati,Pública,5.7,6.1
Aracoiaba,Municipal,5.1,5.6
Aracoiaba,Pública,5.1,5.6
Ararendá,Municipal,7.2,8.3
Ararendá,Pública,7.2,8.3
Araripe,Municipal,5.9,6
Araripe,Pública,5.9,6
Aratuba,Municipal,6.1,5.9
Aratuba,Pública,6.1,5.9
Arneiroz,Municipal,5.8,5.4
Arneiroz,Pública,5.8,5.4
Assaré,Municipal,5.8,6
Assaré,Pública,5.8,6
Aurora,Municipal,4.9,5.2
Aurora,Pública,4.9,5.2
Baixio,Municipal,4.7,5.5
Baixio,Pública,4.7,5.5
Banabuiú,Municipal,5.5,5.7
Banabuiú,Pública,5.5,5.7
Barbalha,Municipal,5.8,6.2
Barbalha,Pública,5.8,6.2
Barreira,Municipal,5.8,5.9
Barreira,Pública,5.8,5.9
Barro,Municipal,5.3,5.3
Barro,Pública,5.3,5.3
Barroquinha,Municipal,5.6,7.2
Barroquinha,Pública,5.6,7.2
Baturité,Municipal,4.6,5
Baturité,Pública,4.6,5
Beberibe,Municipal,5.5,6.3
Beberibe,Pública,5.5,6.3
Bela Cruz,Municipal,5.6,6.6
Bela Cruz,Pública,5.6,6.6
Boa Viagem,Municipal,5.2,5.6
Boa Viagem,Pública,5.2,5.6
Brejo Santo,Municipal,8.1,7.9
Brejo Santo,Pública,8.1,7.9
Camocim,Municipal,5.8,6.6
Camocim,Pública,5.8,6.6
Campos Sales,Municipal,5.5,5.9
Campos Sales,Pública,5.5,5.9
Canindé,Municipal,5.1,5.2
Canindé,Pública,5.1,5.2
Capistrano,Municipal,5.4,5.7
Capistrano,Pública,5.4,5.7
Caridade,Municipal,4.8,5.5
Caridade,Pública,4.8,5.5
Cariré,Municipal,6.6,7.2
Cariré,Pública,6.6,7.2
Caririaçu,Municipal,5.5,5.4
Caririaçu,Pública,5.5,5.4
Cariús,Municipal,5.7,5.9
Cariús,Pública,5.7,5.9
Carnaubal,Municipal,5.7,5.7
Carnaubal,Pública,5.7,5.7
Cascavel,Municipal,5.4,6.5
Cascavel,Pública,5.4,6.5
Catarina,Municipal,5.8,5.6
Catarina,Pública,5.8,5.6
Catunda,Municipal,6.4,8.2
Catunda,Pública,6.4,8.2
Caucaia,Estadual,-,3.3
Caucaia,Municipal,5,5.1
Caucaia,Pública,5,5.1
Cedro,Estadual,-,-
Cedro,Municipal,5,5.5
Cedro,Pública,5,5.5
Chaval,Municipal,5.2,5.9
Chaval,Pública,5.2,5.9
Choró,Municipal,5.5,5.4
Choró,Pública,5.5,5.4
Chorozinho,Municipal,5.5,6
Chorozinho,Pública,5.5,6
Coreaú,Municipal,7.8,7.9
Coreaú,Pública,7.8,7.9
Crateús,Estadual,4.3,4.4
Crateús,Municipal,5.6,5.7
Crateús,Pública,5.5,5.7
Crato,Estadual,-,-
Crato,Municipal,5.1,5.3
Crato,Pública,5.1,5.3
Croatá,Municipal,5.8,6.3
Croatá,Pública,5.8,6.3
Cruz,Municipal,7.5,7.7
Cruz,Pública,7.5,7.7
Deputado Irapuan Pinheiro,Municipal,8.2,8.6
Deputado Irapuan Pinheiro,Pública,8.2,8.6
Ererê,Municipal,5.7,6.4
Ererê,Pública,5.7,6.4
Eusébio,Estadual,-,-
Eusébio,Municipal,6.2,6.6
Eusébio,Pública,6.2,6.6
Farias Brito,Municipal,6.6,6.8
Farias Brito,Pública,6.6,6.8
Forquilha,Municipal,6.5,7.6
Forquilha,Pública,6.5,7.6
Fortaleza,Estadual,5.9,7.1
Fortaleza,Municipal,5.4,6
Fortaleza,Pública,5.4,6
Fortim,Municipal,6,6.9
Fortim,Pública,6,6.9
Frecheirinha,Municipal,7.6,7.9
Frecheirinha,Pública,7.6,7.9
General Sampaio,Municipal,5.6,5.7
General Sampaio,Pública,5.6,5.7
Graça,Municipal,6.5,6.6
Graça,Pública,6.5,6.6
Granja,Municipal,7.3,7.7
Granja,Pública,7.3,7.7
Granjeiro,Municipal,5.8,5.1
Granjeiro,Pública,5.8,5.1
Groaíras,Municipal,7.8,7.8
Groaíras,Pública,7.8,7.8
Guaiúba,Municipal,4.8,5.5
Guaiúba,Pública,4.8,5.5
Guaraciaba do Norte,Municipal,6.3,6.2
Guaraciaba do Norte,Pública,6.3,6.2
Guaramiranga,Municipal,5.8,6.2
Guaramiranga,Pública,5.8,6.2
Hidrolândia,Municipal,5.8,6.2
Hidrolândia,Pública,5.8,6.2
Horizonte,Municipal,6.1,6.8
Horizonte,Pública,6.1,6.8
Ibaretama,Municipal,4.4,4.8
Ibaretama,Pública,4.4,4.8
Ibiapina,Municipal,5.2,6.3
Ibiapina,Pública,5.2,6.3
Ibicuitinga,Municipal,5.5,6
Ibicuitinga,Pública,5.5,6
Icapuí,Municipal,-,5.9
Icapuí,Pública,-,5.9
Icó,Municipal,4.6,4.5
Icó,Pública,4.6,4.5
Iguatu,Municipal,5.6,5.8
Iguatu,Pública,5.6,5.8
Independência,Municipal,7.8,6.9
Independência,Pública,7.8,6.9
Ipaporanga,Municipal,6.8,7
Ipaporanga,Pública,6.8,7
Ipaumirim,Municipal,4.1,4.2
Ipaumirim,Pública,4.1,4.2
Ipu,Municipal,4.8,6.6
Ipu,Pública,4.8,6.6
Ipueiras,Municipal,5.3,5.3
Ipueiras,Pública,5.3,5.3
Iracema,Municipal,5.2,5.9
Iracema,Pública,5.2,5.9
Irauçuba,Municipal,6.1,6.3
Irauçuba,Pública,6.1,6.3
Itaiçaba,Municipal,6.3,6.9
Itaiçaba,Pública,6.3,6.9
Itaitinga,Municipal,5.4,5.6
Itaitinga,Pública,5.4,5.6
Itapajé,Municipal,5.7,5.8
Itapajé,Pública,5.7,5.8
Itapipoca,Estadual,-,-
Itapipoca,Municipal,5.6,6
Itapipoca,Pública,5.6,6
Itapiúna,Municipal,5,5.2
Itapiúna,Pública,5,5.2
Itarema,Municipal,6.4,6.3
Itarema,Pública,6.3,6.2
Itatira,Municipal,5.1,7.2
Itatira,Pública,5.1,7.2
Jaguaretama,Municipal,5.8,5.7
Jaguaretama,Pública,5.8,5.7
Jaguaribara,Municipal,4.9,5.7
Jaguaribara,Pública,4.9,5.7
Jaguaribe,Municipal,5.5,6.4
Jaguaribe,Pública,5.5,6.4
Jaguaruana,Municipal,6.3,6.3
Jaguaruana,Pública,6.3,6.3
Jardim,Municipal,5.9,5.5
Jardim,Pública,5.9,5.5
Jati,Municipal,6.3,7.7
Jati,Pública,6.3,7.7
Jijoca de Jericoacoara,Municipal,7.6,8.2
Jijoca de Jericoacoara,Pública,7.6,8.2
Juazeiro do Norte,Municipal,4.9,5
Juazeiro do Norte,Pública,4.9,5
Jucás,Municipal,5.4,6.2
Jucás,Pública,5.4,6.2
Lavras da Mangabeira,Municipal,4.5,4.6
Lavras da Mangabeira,Pública,4.5,4.6
Limoeiro do Norte,Municipal,5.5,5.5
Limoeiro do Norte,Pública,5.5,5.5
Madalena,Municipal,5,5.2
Madalena,Pública,5,5.2
Maracanaú,Estadual,-,-
Maracanaú,Municipal,5.7,5.8
Maracanaú,Pública,5.7,5.8
Maranguape,Estadual,-,-
Maranguape,Municipal,5.3,5.8
Maranguape,Pública,5.3,5.8
Marco,Municipal,5.7,6.1
Marco,Pública,5.7,6.1
Martinópole,Municipal,6.5,7.3
Martinópole,Pública,6.5,7.3
Massapê,Municipal,7.6,6.5
Massapê,Pública,7.6,6.5
Mauriti,Municipal,5.5,6
Mauriti,Pública,5.5,6
Meruoca,Municipal,7.1,7.9
Meruoca,Pública,7.1,7.9
Milagres,Municipal,5,4.8
Milagres,Pública,5,4.8
Milhã,Municipal,7.7,8.4
Milhã,Pública,7.7,8.4
Miraíma,Estadual,-,-
Miraíma,Municipal,4.8,5.2
Miraíma,Pública,4.8,5.2
Missão Velha,Municipal,6.1,4.9
Missão Velha,Pública,6.1,4.9
Mombaça,Municipal,5.8,5.9
Mombaça,Pública,5.8,5.9
Monsenhor Tabosa,Estadual,4.5,8.3
Monsenhor Tabosa,Municipal,5.8,5.7
Monsenhor Tabosa,Pública,5.5,6.4
Morada Nova,Municipal,5,5.4
Morada Nova,Pública,5,5.4
Moraújo,Municipal,6.2,6.4
Moraújo,Pública,6.2,6.4
Morrinhos,Municipal,6.7,6.4
Morrinhos,Pública,6.7,6.4
Mucambo,Municipal,6.1,6.8
Mucambo,Pública,6.1,6.8
Mulungu,Municipal,5.1,5.4
Mulungu,Pública,5.1,5.4
Nova Olinda,Municipal,7.5,7
Nova Olinda,Pública,7.5,7
Nova Russas,Municipal,5.1,5.8
Nova Russas,Pública,5.1,5.8
Novo Oriente,Municipal,7.9,7.6
Novo Oriente,Pública,7.9,7.6
Ocara,Municipal,6,5.8
Ocara,Pública,6,5.8
Orós,Municipal,5,5.9
Orós,Pública,5,5.9
Pacajus,Municipal,5.7,6
Pacajus,Pública,5.7,6
Pacatuba,Estadual,-,-
Pacatuba,Municipal,5.3,5.6
Pacatuba,Pública,5.3,5.6
Pacoti,Municipal,5.3,5.1
Pacoti,Pública,5.3,5.1
Pacujá,Municipal,6.8,6.9
Pacujá,Pública,6.8,6.9
Palhano,Municipal,6,6.1
Palhano,Pública,6,6.1
Palmácia,Municipal,5.5,5.5
Palmácia,Pública,5.5,5.5
Paracuru,Municipal,5.7,5.6
Paracuru,Pública,5.7,5.6
Paraipaba,Municipal,6.4,5.9
Paraipaba,Pública,6.4,5.9
Parambu,Municipal,6,6.1
Parambu,Pública,6,6.1
Paramoti,Municipal,5.3,5.1
Paramoti,Pública,5.3,5.1
Pedra Branca,Municipal,6.2,7.3
Pedra Branca,Pública,6.2,7.3
Penaforte,Municipal,6.3,6.7
Penaforte,Pública,6.3,6.7
Pentecoste,Municipal,5.8,6.6
Pentecoste,Pública,5.8,6.6
Pereiro,Municipal,5.6,6.2
Pereiro,Pública,5.6,6.2
Pindoretama,Municipal,5.8,6.2
Pindoretama,Pública,5.8,6.2
Piquet Carneiro,Municipal,7.1,6.9
Piquet Carneiro,Pública,7.1,6.9
Pires Ferreira,Municipal,8.7,7.5
Pires Ferreira,Pública,8.7,7.5
Poranga,Estadual,5,6.1
Poranga,Municipal,6.3,5.7
Poranga,Pública,6.1,5.8
Porteiras,Municipal,6.3,6.5
Porteiras,Pública,6.3,6.5
Potengi,Municipal,5,5.3
Potengi,Pública,5,5.3
Potiretama,Municipal,5.7,5.9
Potiretama,Pública,5.7,5.9
Quiterianópolis,Municipal,6.4,6.4
Quiterianópolis,Pública,6.4,6.4
Quixadá,Municipal,5.3,5.1
Quixadá,Pública,5.3,5.1
Quixelô,Municipal,5.1,5.8
Quixelô,Pública,5.1,5.8
Quixeramobim,Municipal,6.3,7.4
Quixeramobim,Pública,6.3,7.4
Quixeré,Municipal,5.9,5.9
Quixeré,Pública,5.9,5.9
Redenção,Municipal,5.7,5.8
Redenção,Pública,5.7,5.8
Reriutaba,Municipal,7.5,7.5
Reriutaba,Pública,7.5,7.5
Russas,Estadual,-,-
Russas,Municipal,6.2,6.7
Russas,Pública,6.2,6.7
Saboeiro,Municipal,6,5.6
Saboeiro,Pública,6,5.6
Salitre,Municipal,5.3,6.7
Salitre,Pública,5.3,6.7
Santana do Acaraú,Municipal,5.2,5.7
Santana do Acaraú,Pública,5.2,5.7
Santana do Cariri,Municipal,5.6,5.4
Santana do Cariri,Pública,5.6,5.4
Santa Quitéria,Municipal,5.7,5.7
Santa Quitéria,Pública,5.7,5.7
São Benedito,Municipal,5.2,5.2
São Benedito,Pública,5.2,5.1
São Gonçalo do Amarante,Municipal,6.1,6.5
São Gonçalo do Amarante,Pública,6.1,6.5
São João do Jaguaribe,Municipal,6,6.5
São João do Jaguaribe,Pública,6,6.5
São Luís do Curu,Municipal,4.8,4.8
São Luís do Curu,Pública,4.8,4.8
Senador Pompeu,Municipal,5.3,5.6
Senador Pompeu,Pública,5.3,5.6
Senador Sá,Municipal,6.5,6.9
Senador Sá,Pública,6.5,6.9
Sobral,Municipal,8.8,9.1
Sobral,Pública,8.8,9.1
Solonópole,Municipal,6.2,6.3
Solonópole,Pública,6.2,6.3
Tabuleiro do Norte,Estadual,-,-
Tabuleiro do Norte,Municipal,5.5,6.1
Tabuleiro do Norte,Pública,5.5,6.1
Tamboril,Municipal,5.9,5.9
Tamboril,Pública,5.9,6
Tarrafas,Municipal,5.6,5.9
Tarrafas,Pública,5.6,5.9
Tauá,Municipal,6.5,6.4
Tauá,Pública,6.5,6.4
Tejuçuoca,Municipal,5.3,5.2
Tejuçuoca,Pública,5.3,5.2
Tianguá,Municipal,6,6.1
Tianguá,Pública,6,6.1
Trairi,Municipal,5.5,5.7
Trairi,Pública,5.5,5.7
Tururu,Municipal,6.4,6.2
Tururu,Pública,6.4,6.2
Ubajara,Municipal,6.3,6.6
Ubajara,Pública,6.3,6.6
Umari,Municipal,4.6,4.3
Umari,Pública,4.6,4.3
Umirim,Municipal,5.3,5.8
Umirim,Pública,5.3,5.8
Uruburetama,Municipal,5.6,5.6
Uruburetama,Pública,5.6,5.6
Uruoca,Municipal,7.2,7.2
Uruoca,Pública,7.2,7.2
Varjota,Municipal,7.2,7.1
Varjota,Pública,7.2,7.1
Várzea Alegre,Municipal,5.2,5.6
Várzea Alegre,Pública,5.2,5.6
Viçosa do Ceará,Municipal,5.9,6.2
Viçosa do Ceará,Pública,5.9,6.2
Acari,Estadual,-,-
Acari,Municipal,5.9,6.6
Acari,Pública,5.9,6.6
Açu,Estadual,3.7,3.8
Açu,Municipal,4.4,4.3
Açu,Pública,4.1,4.2
Afonso Bezerra,Estadual,4.1,4.2
Afonso Bezerra,Municipal,3.4,3.6
Afonso Bezerra,Pública,3.9,3.9
Água Nova,Estadual,-,-
Água Nova,Municipal,5.1,5
Água Nova,Pública,5.1,5
Alexandria,Estadual,3.4,3.5
Alexandria,Municipal,-,4.6
Alexandria,Pública,-,4.5
Almino Afonso,Estadual,4.8,5
Almino Afonso,Municipal,-,4.6
Almino Afonso,Pública,4.8,4.9
Alto do Rodrigues,Estadual,4.2,-
Alto do Rodrigues,Municipal,4.6,-
Alto do Rodrigues,Pública,4.6,-
Angicos,Estadual,4.4,4.6
Angicos,Municipal,4.2,3.6
Angicos,Pública,4.3,4.1
Antônio Martins,Estadual,4.9,4.1
Antônio Martins,Municipal,4.2,4.1
Antônio Martins,Pública,4.4,4.1
Apodi,Estadual,4.1,4.2
Apodi,Municipal,5.3,5.4
Apodi,Pública,4.8,4.9
Areia Branca,Estadual,3.6,4.3
Areia Branca,Municipal,4.8,4.9
Areia Branca,Pública,4.4,4.7
Arês,Estadual,-,-
Arês,Municipal,3.9,4.1
Arês,Pública,3.8,4
Augusto Severo,Estadual,3.9,3.5
Augusto Severo,Municipal,4.1,4.6
Augusto Severo,Pública,4.1,4.3
Baía Formosa,Estadual,3.3,3.3
Baía Formosa,Municipal,4.2,3.9
Baía Formosa,Pública,4,3.9
Baraúna,Estadual,-,-
Baraúna,Municipal,4.3,4.4
Baraúna,Pública,4.3,4.4
Barcelona,Estadual,4.7,3.8
Barcelona,Municipal,4.5,5.1
Barcelona,Pública,4.6,4.7
Bento Fernandes,Estadual,4.1,3
Bento Fernandes,Municipal,3.4,3.7
Bento Fernandes,Pública,3.7,3.8
Bodó,Municipal,3.6,4.1
Bodó,Pública,3.6,4.1
Bom Jesus,Estadual,4.5,5
Bom Jesus,Municipal,3.2,3.5
Bom Jesus,Pública,3.7,4
Brejinho,Estadual,4.6,5.5
Brejinho,Municipal,4,4.3
Brejinho,Pública,4.2,4.7
Caiçara do Norte,Estadual,4.7,4
Caiçara do Norte,Municipal,4,3.4
Caiçara do Norte,Pública,4.3,3.6
Caiçara do Rio do Vento,Estadual,4.3,5
Caiçara do Rio do Vento,Municipal,3.7,4.1
Caiçara do Rio do Vento,Pública,3.9,4.3
Caicó,Estadual,5.2,5.1
Caicó,Municipal,4.9,4.9
Caicó,Pública,5,4.9
Campo Redondo,Estadual,5.2,5.8
Campo Redondo,Municipal,4,4.2
Campo Redondo,Pública,4.5,4.7
Canguaretama,Estadual,3.9,4.5
Canguaretama,Municipal,3.7,4
Canguaretama,Pública,3.8,4
Caraúbas,Estadual,5,5.2
Caraúbas,Municipal,4.8,4.7
Caraúbas,Pública,4.8,4.9
Carnaúba dos Dantas,Estadual,-,-
Carnaúba dos Dantas,Municipal,4.8,5.6
Carnaúba dos Dantas,Pública,4.8,5.6
Carnaubais,Estadual,4.2,4.2
Carnaubais,Municipal,4.1,4.3
Carnaubais,Pública,4.1,4.3
Ceará-Mirim,Estadual,4.3,4.1
Ceará-Mirim,Municipal,4,4.1
Ceará-Mirim,Pública,4,4.1
Cerro Corá,Municipal,4.3,4.8
Cerro Corá,Pública,4.3,4.8
Coronel Ezequiel,Estadual,4.3,5.4
Coronel Ezequiel,Municipal,4,4.1
Coronel Ezequiel,Pública,4.1,4.7
Coronel João Pessoa,Estadual,-,-
Coronel João Pessoa,Municipal,4.5,4.1
Coronel João Pessoa,Pública,4.5,4.1
Cruzeta,Estadual,6.2,6.9
Cruzeta,Municipal,5.8,6.2
Cruzeta,Pública,5.9,6.3
Currais Novos,Estadual,-,4.9
Currais Novos,Municipal,5.1,5.6
Currais Novos,Pública,5.1,5.6
Doutor Severiano,Estadual,5.4,5
Doutor Severiano,Municipal,5,5.5
Doutor Severiano,Pública,5.1,5.3
Parnamirim,Estadual,4,3.3
Parnamirim,Municipal,4.6,4.7
Parnamirim,Pública,4.6,4.7
Encanto,Estadual,-,-
Encanto,Municipal,4.1,4.4
Encanto,Pública,4.1,4.4
Equador,Estadual,-,3.4
Equador,Municipal,4.7,5.7
Equador,Pública,4.6,5.4
Espírito Santo,Estadual,3.4,4.6
Espírito Santo,Municipal,2.8,2.8
Espírito Santo,Pública,3,3.7
Extremoz,Estadual,4.1,4.5
Extremoz,Municipal,4.1,4.1
Extremoz,Pública,4.1,4.2
Felipe Guerra,Estadual,-,-
Felipe Guerra,Municipal,5.8,5.2
Felipe Guerra,Pública,5.8,5.2
Fernando Pedroza,Estadual,-,3.8
Fernando Pedroza,Municipal,4.6,4.2
Fernando Pedroza,Pública,4.7,4
Florânia,Estadual,4.7,5.4
Florânia,Municipal,4.8,4.6
Florânia,Pública,4.8,4.9
Francisco Dantas,Estadual,4.6,-
Francisco Dantas,Municipal,3.4,4.5
Francisco Dantas,Pública,4.1,4.5
Frutuoso Gomes,Estadual,5.1,4.9
Frutuoso Gomes,Municipal,3.6,3.2
Frutuoso Gomes,Pública,4.1,4.2
Galinhos,Estadual,-,-
Galinhos,Municipal,3.8,4
Galinhos,Pública,3.8,4
Goianinha,Municipal,4.5,4.8
Goianinha,Pública,4.5,4.8
Governador Dix-Sept Rosado,Estadual,5.5,5.6
Governador Dix-Sept Rosado,Municipal,4.1,4.1
Governador Dix-Sept Rosado,Pública,4.4,4.4
Grossos,Estadual,3.9,4.9
Grossos,Municipal,3.8,4.1
Grossos,Pública,3.9,4.4
Guamaré,Estadual,-,-
Guamaré,Municipal,-,4.4
Guamaré,Pública,-,4.4
Ielmo Marinho,Municipal,4.4,4.8
Ielmo Marinho,Pública,4.4,4.7
Ipanguaçu,Estadual,3,3.8
Ipanguaçu,Municipal,3.8,3.5
Ipanguaçu,Pública,3.7,3.6
Ipueira,Municipal,5.7,6.2
Ipueira,Pública,5.7,6.2
Itajá,Estadual,1.5,4.3
Itajá,Municipal,4.2,4.1
Itajá,Pública,4,4.2
Itaú,Estadual,4.3,5
Itaú,Municipal,4.9,5.7
Itaú,Pública,4.7,5.5
Jaçanã,Estadual,4.7,5.7
Jaçanã,Municipal,4.4,5.5
Jaçanã,Pública,4.6,5.6
Jandaíra,Estadual,4.2,4.4
Jandaíra,Municipal,3.3,3.4
Jandaíra,Pública,3.5,3.8
Janduís,Estadual,4.4,4.7
Janduís,Municipal,4,4
Janduís,Pública,4.1,4.2
Januário Cicco,Municipal,3.5,3.8
Januário Cicco,Pública,3.5,3.8
Japi,Estadual,4.1,4.5
Japi,Municipal,3.7,3.8
Japi,Pública,3.9,4
Jardim de Angicos,Estadual,-,-
Jardim de Angicos,Municipal,3.6,3.9
Jardim de Angicos,Pública,3.6,3.9
Jardim de Piranhas,Estadual,4.3,5
Jardim de Piranhas,Municipal,4.2,4.6
Jardim de Piranhas,Pública,4.2,4.7
Jardim do Seridó,Estadual,6.1,5.8
Jardim do Seridó,Municipal,5,4.8
Jardim do Seridó,Pública,5.3,5.1
João Câmara,Estadual,3.4,3.6
João Câmara,Municipal,3.6,3.8
João Câmara,Pública,3.6,3.8
João Dias,Estadual,-,-
João Dias,Municipal,3.5,3.1
João Dias,Pública,3.5,3.1
José da Penha,Estadual,5.2,5.6
José da Penha,Municipal,3.2,3.6
José da Penha,Pública,3.8,4.1
Jucurutu,Estadual,4.2,-
Jucurutu,Municipal,4.9,4.5
Jucurutu,Pública,4.8,4.6
Jundiá,Municipal,3.4,3.5
Jundiá,Pública,3.4,3.5
Lagoa d'Anta,Estadual,3.8,4.7
Lagoa d'Anta,Municipal,3.3,2.8
Lagoa d'Anta,Pública,3.4,3.4
Lagoa de Pedras,Estadual,-,-
Lagoa de Pedras,Municipal,4.4,3.8
Lagoa de Pedras,Pública,4.4,3.8
Lagoa de Velhos,Estadual,3,3.9
Lagoa de Velhos,Municipal,3.6,3.7
Lagoa de Velhos,Pública,3.4,4
Lagoa Nova,Estadual,4.2,4.3
Lagoa Nova,Municipal,5,5
Lagoa Nova,Pública,4.9,4.9
Lagoa Salgada,Estadual,3.3,3.5
Lagoa Salgada,Municipal,3.7,3.7
Lagoa Salgada,Pública,3.6,3.7
Lajes,Estadual,4.7,4.6
Lajes,Municipal,5.2,5.6
Lajes,Pública,5.1,5.4
Lajes Pintadas,Estadual,4.3,4.3
Lajes Pintadas,Municipal,3.8,3.5
Lajes Pintadas,Pública,4,3.9
Lucrécia,Estadual,-,5.1
Lucrécia,Pública,-,5.1
Luís Gomes,Estadual,4.3,5.6
Luís Gomes,Municipal,3.9,4.5
Luís Gomes,Pública,4,4.7
Macaíba,Estadual,3.9,3.6
Macaíba,Municipal,4.6,4.4
Macaíba,Pública,4.5,4.3
Macau,Estadual,3.8,4.2
Macau,Municipal,4,3.9
Macau,Pública,3.9,4
Major Sales,Municipal,4.7,4.7
Major Sales,Pública,4.7,4.7
Marcelino Vieira,Estadual,4.1,3.6
Marcelino Vieira,Municipal,-,3.9
Marcelino Vieira,Pública,-,3.9
Martins,Estadual,5.5,5
Martins,Municipal,4.9,4.5
Martins,Pública,5.2,4.7
Maxaranguape,Estadual,4.7,4.5
Maxaranguape,Municipal,4.2,3.6
Maxaranguape,Pública,4.4,4
Messias Targino,Estadual,4.8,5
Messias Targino,Municipal,3.8,3.7
Messias Targino,Pública,4.2,4.2
Montanhas,Estadual,-,-
Montanhas,Municipal,3.9,4.4
Montanhas,Pública,3.9,4.4
Monte Alegre,Estadual,3.4,2.7
Monte Alegre,Municipal,4.1,4.2
Monte Alegre,Pública,4,4.1
Monte das Gameleiras,Estadual,-,-
Monte das Gameleiras,Municipal,3.1,-
Monte das Gameleiras,Pública,3.1,-
Mossoró,Estadual,4.8,5
Mossoró,Municipal,5.6,5.6
Mossoró,Pública,5.2,5.3
Natal,Federal,-,7.7
Natal,Estadual,4.5,4.6
Natal,Municipal,4.7,4.8
Natal,Pública,4.6,4.8
Nísia Floresta,Estadual,-,-
Nísia Floresta,Municipal,4.2,4.1
